Region,Country,State,City,Month,Day,Year,AvgTemperature,Date,co2,ghg
Europe,The Netherlands,,Amsterdam,3,19,2006,35.8,2006-03-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,20,2006,39.7,2006-03-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,21,2006,37.1,2006-03-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,22,2006,33.6,2006-03-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,23,2006,38.2,2006-03-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,24,2006,42.6,2006-03-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,25,2006,50.5,2006-03-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,26,2006,56.3,2006-03-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,27,2006,55.7,2006-03-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,28,2006,50.1,2006-03-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,29,2006,46.4,2006-03-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,30,2006,52.8,2006-03-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,3,31,2006,52,2006-03-31,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,1,2006,51.6,2006-04-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,2,2006,48.6,2006-04-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,3,2006,45.1,2006-04-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,4,2006,41.4,2006-04-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,5,2006,39.6,2006-04-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,6,2006,43.6,2006-04-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,7,2006,46.5,2006-04-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,8,2006,45.3,2006-04-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,9,2006,43.3,2006-04-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,10,2006,42.1,2006-04-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,11,2006,41.2,2006-04-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,12,2006,46,2006-04-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,13,2006,49,2006-04-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,14,2006,47.9,2006-04-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,15,2006,47.9,2006-04-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,16,2006,50,2006-04-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,17,2006,50.2,2006-04-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,18,2006,49.4,2006-04-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,19,2006,51.3,2006-04-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,20,2006,53,2006-04-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,21,2006,55.5,2006-04-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,22,2006,45.4,2006-04-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,23,2006,47.4,2006-04-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,24,2006,53.4,2006-04-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,25,2006,55.5,2006-04-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,26,2006,53.4,2006-04-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,27,2006,51,2006-04-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,28,2006,44.6,2006-04-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,29,2006,44.5,2006-04-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,4,30,2006,44.4,2006-04-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,1,2006,46.1,2006-05-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,2,2006,53.3,2006-05-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,3,2006,60.8,2006-05-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,4,2006,67.8,2006-05-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,5,2006,64.8,2006-05-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,6,2006,63.5,2006-05-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,7,2006,65.5,2006-05-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,8,2006,64.1,2006-05-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,9,2006,65.4,2006-05-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,10,2006,63.2,2006-05-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,11,2006,65.2,2006-05-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,12,2006,63.4,2006-05-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,13,2006,58.3,2006-05-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,14,2006,54.6,2006-05-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,15,2006,59,2006-05-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,16,2006,57,2006-05-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,17,2006,59.7,2006-05-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,18,2006,60.7,2006-05-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,19,2006,55.7,2006-05-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,20,2006,54.8,2006-05-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,21,2006,55.6,2006-05-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,22,2006,58.5,2006-05-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,23,2006,51.2,2006-05-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,24,2006,51.5,2006-05-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,25,2006,50.7,2006-05-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,26,2006,53.6,2006-05-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,27,2006,57,2006-05-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,28,2006,55.1,2006-05-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,29,2006,51.8,2006-05-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,30,2006,48,2006-05-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,5,31,2006,49.7,2006-05-31,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,1,2006,50,2006-06-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,2,2006,52.7,2006-06-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,3,2006,56.2,2006-06-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,4,2006,54.2,2006-06-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,5,2006,53.3,2006-06-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,6,2006,52.6,2006-06-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,7,2006,55.1,2006-06-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,8,2006,61.4,2006-06-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,9,2006,66.3,2006-06-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,10,2006,70.6,2006-06-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,11,2006,74.7,2006-06-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,12,2006,73.8,2006-06-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,13,2006,75,2006-06-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,14,2006,60.8,2006-06-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,15,2006,55,2006-06-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,16,2006,56.7,2006-06-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,17,2006,62.7,2006-06-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,18,2006,68.6,2006-06-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,19,2006,66.7,2006-06-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,20,2006,63.6,2006-06-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,21,2006,59.7,2006-06-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,22,2006,60,2006-06-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,23,2006,61.2,2006-06-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,24,2006,65,2006-06-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,25,2006,63.4,2006-06-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,26,2006,60.6,2006-06-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,27,2006,57.3,2006-06-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,28,2006,59.3,2006-06-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,29,2006,62.1,2006-06-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,6,30,2006,68.6,2006-06-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,1,2006,72.5,2006-07-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,2,2006,75.3,2006-07-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,3,2006,75.1,2006-07-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,4,2006,77,2006-07-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,5,2006,74.2,2006-07-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,6,2006,70.9,2006-07-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,7,2006,66.8,2006-07-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,8,2006,67.1,2006-07-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,9,2006,67.2,2006-07-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,10,2006,68.9,2006-07-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,11,2006,67,2006-07-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,12,2006,65.9,2006-07-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,13,2006,67.2,2006-07-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,14,2006,63.5,2006-07-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,15,2006,67.2,2006-07-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,16,2006,72.3,2006-07-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,17,2006,74.9,2006-07-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,18,2006,76.7,2006-07-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,19,2006,79.7,2006-07-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,20,2006,77.1,2006-07-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,21,2006,75.1,2006-07-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,22,2006,73.3,2006-07-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,23,2006,71.7,2006-07-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,24,2006,73.1,2006-07-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,25,2006,76.7,2006-07-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,26,2006,78.6,2006-07-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,27,2006,74.8,2006-07-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,28,2006,73.5,2006-07-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,29,2006,70.5,2006-07-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,30,2006,69.3,2006-07-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,7,31,2006,66.9,2006-07-31,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,1,2006,64.5,2006-08-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,2,2006,60.8,2006-08-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,3,2006,61.3,2006-08-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,4,2006,65.4,2006-08-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,5,2006,68,2006-08-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,6,2006,66.7,2006-08-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,7,2006,64.6,2006-08-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,8,2006,62,2006-08-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,9,2006,60.5,2006-08-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,10,2006,58.6,2006-08-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,11,2006,56.2,2006-08-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,12,2006,58.1,2006-08-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,13,2006,60.6,2006-08-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,14,2006,61.7,2006-08-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,15,2006,62.8,2006-08-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,16,2006,64.5,2006-08-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,17,2006,65.8,2006-08-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,18,2006,66.4,2006-08-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,19,2006,66.1,2006-08-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,20,2006,62.8,2006-08-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,21,2006,63.2,2006-08-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,22,2006,61.4,2006-08-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,23,2006,61.5,2006-08-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,24,2006,61.9,2006-08-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,25,2006,60.9,2006-08-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,26,2006,60.2,2006-08-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,27,2006,61.4,2006-08-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,28,2006,58.6,2006-08-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,29,2006,56.8,2006-08-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,30,2006,57.5,2006-08-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,8,31,2006,59.9,2006-08-31,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,1,2006,64,2006-09-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,2,2006,63.4,2006-09-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,3,2006,67.4,2006-09-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,4,2006,63.3,2006-09-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,5,2006,64.6,2006-09-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,6,2006,68.9,2006-09-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,7,2006,62.3,2006-09-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,8,2006,58.5,2006-09-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,9,2006,59,2006-09-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,10,2006,63,2006-09-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,11,2006,65.7,2006-09-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,12,2006,69.5,2006-09-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,13,2006,70.7,2006-09-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,14,2006,71.5,2006-09-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,15,2006,69.7,2006-09-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,16,2006,68.9,2006-09-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,17,2006,63,2006-09-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,18,2006,64.1,2006-09-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,19,2006,60.4,2006-09-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,20,2006,60.9,2006-09-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,21,2006,65.4,2006-09-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,22,2006,68.5,2006-09-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,23,2006,64.5,2006-09-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,24,2006,68,2006-09-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,25,2006,65.4,2006-09-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,26,2006,62.3,2006-09-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,27,2006,59.9,2006-09-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,28,2006,62.3,2006-09-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,29,2006,64.1,2006-09-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,9,30,2006,62,2006-09-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,1,2006,60.9,2006-10-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,2,2006,58.9,2006-10-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,3,2006,58.8,2006-10-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,4,2006,56,2006-10-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,5,2006,56.2,2006-10-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,6,2006,60.4,2006-10-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,7,2006,58.1,2006-10-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,8,2006,55.2,2006-10-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,9,2006,55.3,2006-10-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,10,2006,60,2006-10-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,11,2006,60.8,2006-10-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,12,2006,57.1,2006-10-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,13,2006,54.4,2006-10-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,14,2006,56.7,2006-10-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,15,2006,51.2,2006-10-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,16,2006,50.7,2006-10-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,17,2006,52.9,2006-10-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,18,2006,56,2006-10-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,19,2006,58.2,2006-10-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,20,2006,58.4,2006-10-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,21,2006,58.5,2006-10-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,22,2006,57.6,2006-10-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,23,2006,58.9,2006-10-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,24,2006,55,2006-10-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,25,2006,51.7,2006-10-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,26,2006,62.6,2006-10-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,27,2006,55.5,2006-10-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,28,2006,56.3,2006-10-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,29,2006,56.8,2006-10-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,30,2006,53.4,2006-10-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,10,31,2006,55.3,2006-10-31,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,1,2006,45.7,2006-11-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,2,2006,42.4,2006-11-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,3,2006,43.2,2006-11-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,4,2006,49.3,2006-11-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,5,2006,53.5,2006-11-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,6,2006,53.4,2006-11-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,7,2006,46.3,2006-11-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,8,2006,50.4,2006-11-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,9,2006,49.8,2006-11-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,10,2006,44.7,2006-11-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,11,2006,49.6,2006-11-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,12,2006,47.4,2006-11-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,13,2006,53.2,2006-11-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,14,2006,55,2006-11-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,15,2006,54.5,2006-11-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,16,2006,55.8,2006-11-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,17,2006,51.4,2006-11-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,18,2006,48.1,2006-11-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,19,2006,42.8,2006-11-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,20,2006,46.5,2006-11-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,21,2006,45.7,2006-11-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,22,2006,46,2006-11-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,23,2006,51,2006-11-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,24,2006,50.2,2006-11-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,25,2006,56.1,2006-11-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,26,2006,50.3,2006-11-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,27,2006,50.7,2006-11-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,28,2006,52,2006-11-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,29,2006,47.7,2006-11-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,11,30,2006,42.6,2006-11-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,1,2006,47.3,2006-12-01,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,2,2006,48.5,2006-12-02,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,3,2006,47,2006-12-03,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,4,2006,49.4,2006-12-04,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,5,2006,55.1,2006-12-05,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,6,2006,49.8,2006-12-06,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,7,2006,47,2006-12-07,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,8,2006,48.4,2006-12-08,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,9,2006,43.8,2006-12-09,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,10,2006,39.9,2006-12-10,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,11,2006,45.6,2006-12-11,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,12,2006,45.2,2006-12-12,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,13,2006,52.4,2006-12-13,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,14,2006,50.8,2006-12-14,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,15,2006,45.9,2006-12-15,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,16,2006,44,2006-12-16,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,17,2006,41.6,2006-12-17,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,18,2006,37.2,2006-12-18,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,19,2006,35.5,2006-12-19,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,20,2006,39.8,2006-12-20,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,21,2006,44.4,2006-12-21,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,22,2006,43.8,2006-12-22,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,23,2006,38.5,2006-12-23,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,24,2006,39.4,2006-12-24,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,25,2006,43.1,2006-12-25,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,26,2006,38.4,2006-12-26,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,27,2006,33.8,2006-12-27,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,28,2006,41.8,2006-12-28,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,29,2006,41.5,2006-12-29,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,30,2006,49.2,2006-12-30,164.82,200.03
Europe,The Netherlands,,Amsterdam,12,31,2006,50.3,2006-12-31,164.82,200.03
Europe,The Netherlands,,Amsterdam,1,1,2007,47.3,2007-01-01,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,2,2007,43.5,2007-01-02,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,3,2007,44.6,2007-01-03,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,4,2007,49.4,2007-01-04,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,5,2007,48.7,2007-01-05,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,6,2007,45.4,2007-01-06,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,7,2007,46.3,2007-01-07,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,8,2007,48.7,2007-01-08,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,9,2007,55,2007-01-09,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,10,2007,50.8,2007-01-10,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,11,2007,47.1,2007-01-11,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,12,2007,50.5,2007-01-12,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,13,2007,52.2,2007-01-13,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,14,2007,45.1,2007-01-14,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,15,2007,42.4,2007-01-15,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,16,2007,47.1,2007-01-16,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,17,2007,48.8,2007-01-17,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,18,2007,50.4,2007-01-18,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,19,2007,50,2007-01-19,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,20,2007,50.8,2007-01-20,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,21,2007,44.7,2007-01-21,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,22,2007,38.7,2007-01-22,165.74,199.91
Europe,The Netherlands,,Amsterdam,1,23,2007,31.5,2007-01-23,165.74,199.91
